Date,Time,x1,y1,x2,y2,Num
2017/1/10,0,630.1784889,532.7983989,311.5786667,857.5562576,5
2017/1/10,0,630.1784889,532.7983989,375.3859556,827.0115878,14
2017/1/10,0,630.1784889,532.7983989,402.4945778,803.4581634,7
2017/1/10,0,630.1784889,532.7983989,405.3628444,38.92207948,1
2017/1/10,0,630.1784889,532.7983989,418.2232889,755.1245456,30
2017/1/10,0,630.1784889,532.7983989,431.6405333,703.9674005,35
2017/1/10,0,630.1784889,532.7983989,455.0005333,663.3782881,23
2017/1/10,0,630.1784889,532.7983989,468.0241778,642.3394228,30
2017/1/10,0,630.1784889,532.7983989,486.176,608.2076743,58
2017/1/10,0,630.1784889,532.7983989,501.2864,581.0970282,40
2017/1/10,0,630.1784889,532.7983989,604.3409778,560.2040429,33
2017/1/10,0,630.1784889,532.7983989,630.1784889,532.7983989,44
2017/1/10,0,630.1784889,532.7983989,636.5461333,505.0059069,5
2017/1/10,0,630.1784889,532.7983989,638.3352889,558.4630474,6
2017/1/10,0,630.1784889,532.7983989,660.6197333,563.9511352,5
2017/1/10,0,630.1784889,532.7983989,680.2414222,592.9448876,29
2017/1/10,0,630.1784889,532.7983989,682.9873778,522.5930576,8
2017/1/10,0,630.1784889,532.7983989,700.2215111,617.2452897,16
2017/1/10,0,630.1784889,532.7983989,717.0446222,532.2401819,10
2017/1/10,0,630.1784889,532.7983989,717.5836444,492.779377,14
2017/1/10,0,630.1784889,532.7983989,722.1226667,640.7293406,23
2017/1/10,0,630.1784889,532.7983989,725.5032889,817.8597686,2
2017/1/10,0,630.1784889,532.7983989,733.7244444,863.6783486,16
2017/1/10,0,630.1784889,532.7983989,738.6748444,690.7217356,13
2017/1/10,0,630.1784889,532.7983989,745.4968889,725.1934053,22
2017/1/10,0,630.1784889,532.7983989,746.8398222,826.3306758,21
2017/1/10,0,630.1784889,532.7983989,747.0791111,765.4584871,30
2017/1/10,0,630.1784889,532.7983989,752.5720889,796.1748111,31
2017/1/10,0,630.1784889,532.7983989,776.5546667,535.6153758,13
2017/1/10,0,630.1784889,532.7983989,784.9002667,495.7710051,3
2017/1/10,0,630.1784889,532.7983989,805.1160889,536.1935644,8
2017/1/10,0,630.1784889,532.7983989,828.9667556,496.5988175,11
2017/1/10,0,630.1784889,532.7983989,832.0337778,536.8551466,3
2017/1/10,0,630.1784889,532.7983989,869.7703111,538.0924025,10
2017/1/10,0,630.1784889,532.7983989,876.3854222,502.2292932,5
2017/1/10,0,630.1784889,532.7983989,891.5701333,524.6905702,5
2017/1/10,0,630.1784889,532.7983989,930.7381333,501.4955662,3
2017/1/10,0,630.1784889,532.7983989,982.6993778,493.6863968,2
2017/1/10,0,630.1784889,532.7983989,1018.213333,484.3166548,0
2017/1/10,0,660.6197333,563.9511352,405.3628444,38.92207948,40
2017/1/10,0,660.6197333,563.9511352,454.0604444,93.44323264,11
2017/1/10,0,660.6197333,563.9511352,455.8453333,160.8641958,7
2017/1/10,0,660.6197333,563.9511352,483.3767111,204.7101724,7
2017/1/10,0,660.6197333,563.9511352,504.4344889,185.2068361,1
2017/1/10,0,660.6197333,563.9511352,547.4065778,158.9091558,8
2017/1/10,0,660.6197333,563.9511352,594.9909333,180.6662149,13
2017/1/10,0,660.6197333,563.9511352,603.8506667,205.4950129,8
2017/1/10,0,660.6197333,563.9511352,608.9998222,160.9138002,2
2017/1/10,0,660.6197333,563.9511352,622.2748444,224.0579139,12
2017/1/10,0,660.6197333,563.9511352,636.5461333,505.0059069,2
2017/1/10,0,660.6197333,563.9511352,638.3352889,558.4630474,5
2017/1/10,0,660.6197333,563.9511352,655.6170667,249.3378144,20
2017/1/10,0,660.6197333,563.9511352,657.6714667,534.3115548,5
2017/1/10,0,660.6197333,563.9511352,660.6197333,563.9511352,5
2017/1/10,0,660.6197333,563.9511352,662.0017778,517.0198839,28
2017/1/10,0,660.6197333,563.9511352,666.9169778,267.5042357,11
2017/1/10,0,660.6197333,563.9511352,668.8451556,451.6960245,8
2017/1/10,0,660.6197333,563.9511352,671.5797333,418.317306,14
2017/1/10,0,660.6197333,563.9511352,672.5223111,491.7346733,27
2017/1/10,0,660.6197333,563.9511352,673.6355556,472.2232834,11
2017/1/10,0,660.6197333,563.9511352,680.1504,294.9228085,21
2017/1/10,0,660.6197333,563.9511352,680.2414222,592.9448876,60
2017/1/10,0,660.6197333,563.9511352,688.7790222,367.8488656,26
2017/1/10,0,660.6197333,563.9511352,693.1253333,331.5825255,16
2017/1/10,0,660.6197333,563.9511352,700.2215111,617.2452897,31
2017/1/10,0,660.6197333,563.9511352,700.6997333,565.311463,5
2017/1/10,0,660.6197333,563.9511352,717.5836444,492.779377,1
2017/1/10,0,660.6197333,563.9511352,722.1226667,640.7293406,52
2017/1/10,0,660.6197333,563.9511352,725.5032889,817.8597686,4
2017/1/10,0,660.6197333,563.9511352,725.5395556,566.8512011,3
2017/1/10,0,660.6197333,563.9511352,733.7244444,863.6783486,32
2017/1/10,0,660.6197333,563.9511352,738.6748444,690.7217356,32
2017/1/10,0,660.6197333,563.9511352,745.4968889,725.1934053,38
2017/1/10,0,660.6197333,563.9511352,746.8398222,826.3306758,35
2017/1/10,0,660.6197333,563.9511352,747.0791111,765.4584871,48
2017/1/10,0,660.6197333,563.9511352,752.5720889,796.1748111,57
2017/1/10,0,660.6197333,563.9511352,754.9400889,494.8974677,4
2017/1/10,0,660.6197333,563.9511352,755.1150222,569.6557354,2
2017/1/10,0,660.6197333,563.9511352,755.712,535.1940469,5
2017/1/10,0,660.6197333,563.9511352,784.9002667,495.7710051,0
2017/1/10,0,660.6197333,563.9511352,789.2711111,568.3628372,5
2017/1/10,0,660.6197333,563.9511352,825.7425778,569.0321451,6
2017/1/10,0,660.6197333,563.9511352,828.9667556,496.5988175,1
2017/1/10,0,660.6197333,563.9511352,851.2579556,569.762669,1
2017/1/10,0,660.6197333,563.9511352,876.3854222,502.2292932,0
2017/1/10,0,662.0017778,517.0198839,311.5786667,857.5562576,7
2017/1/10,0,662.0017778,517.0198839,375.3859556,827.0115878,11
2017/1/10,0,662.0017778,517.0198839,402.4945778,803.4581634,7
2017/1/10,0,662.0017778,517.0198839,405.3628444,38.92207948,59
2017/1/10,0,662.0017778,517.0198839,418.2232889,755.1245456,32
2017/1/10,0,662.0017778,517.0198839,431.6405333,703.9674005,20
2017/1/10,0,662.0017778,517.0198839,454.0604444,93.44323264,10
2017/1/10,0,662.0017778,517.0198839,455.0005333,663.3782881,47
2017/1/10,0,662.0017778,517.0198839,455.8453333,160.8641958,19
2017/1/10,0,662.0017778,517.0198839,468.0241778,642.3394228,32
2017/1/10,0,662.0017778,517.0198839,483.3767111,204.7101724,11
2017/1/10,0,662.0017778,517.0198839,486.176,608.2076743,66
2017/1/10,0,662.0017778,517.0198839,501.2864,581.0970282,36
2017/1/10,0,662.0017778,517.0198839,504.4344889,185.2068361,1
2017/1/10,0,662.0017778,517.0198839,547.4065778,158.9091558,3
2017/1/10,0,662.0017778,517.0198839,594.9909333,180.6662149,34
2017/1/10,0,662.0017778,517.0198839,603.8506667,205.4950129,11
2017/1/10,0,662.0017778,517.0198839,604.3409778,560.2040429,37
2017/1/10,0,662.0017778,517.0198839,608.9998222,160.9138002,6
2017/1/10,0,662.0017778,517.0198839,618.1006222,722.2760506,0
2017/1/10,0,662.0017778,517.0198839,622.2748444,224.0579139,15
2017/1/10,0,662.0017778,517.0198839,630.1784889,532.7983989,156
2017/1/10,0,662.0017778,517.0198839,632.6136889,736.0590593,0
2017/1/10,0,662.0017778,517.0198839,638.3352889,558.4630474,0
2017/1/10,0,662.0017778,517.0198839,639.5569778,688.4048935,0
2017/1/10,0,662.0017778,517.0198839,654.9329778,645.0014455,4
2017/1/10,0,662.0017778,517.0198839,655.6170667,249.3378144,32
